instansi,tanggal,komponen,golda,jumlah
RS. Ibnu Sina Padang,26-12-2020,PRC,A,1
RS. Ibnu Sina Padang,22-09-2020,PRC,O,2
RS. Ibnu Sina Padang,09-12-2020,PRC,O,4
RS. Ibnu Sina Padang,14-01-2020,PRC,A,2
RS. Ibnu Sina Padang,04-10-2022,PRC,O,1
RS. Ibnu Sina Padang,12-06-2022,PRC,AB,2
RS. Ibnu Sina Padang,18-07-2023,PRC,O,1
RS. Ibnu Sina Padang,10-12-2020,PRC,A,1
RS. Ibnu Sina Padang,23-11-2022,PRC,O,2
RS. Ibnu Sina Padang,20-11-2021,PRC,O,2
RS. Ibnu Sina Padang,22-05-2022,PRC,A,3
RS. Ibnu Sina Padang,15-08-2023,PRC,A,1
RS. Ibnu Sina Padang,27-01-2020,PRC,O,2
RS. Ibnu Sina Padang,24-08-2022,PRC,O,2
RS. Ibnu Sina Padang,16-06-2023,PRC,AB,2
RS. Ibnu Sina Padang,28-04-2022,PRC,O,1
RS. Ibnu Sina Padang,01-08-2020,PRC,O,1
RS. Ibnu Sina Padang,09-02-2022,PRC,O,2
RS. Ibnu Sina Padang,04-11-2022,PRC,A,3
RS. Ibnu Sina Padang,16-06-2021,PRC,A,2
RS. Ibnu Sina Padang,10-08-2021,PRC,A,1
RS. Ibnu Sina Padang,26-11-2020,PRC,B,1
RS. Ibnu Sina Padang,09-08-2021,PRC,AB,2
RS. Ibnu Sina Padang,26-09-2021,PRC,A,2
RS. Ibnu Sina Padang,29-04-2022,PRC,A,2
RS. IBNU SINA PADANG PANJANG,03-03-2020,PRC,A,2
RS. Lenggogeni,29-05-2022,PRC,O,1
RS. Lenggogeni,12-01-2023,PRC,B,2
RS. Lenggogeni,26-11-2022,PRC,B,2
RS. Lenggogeni,29-05-2022,PRC,O,1
RS. Lenggogeni,29-05-2022,TC,O,2
RS. Lenggogeni,18-08-2021,PRC,O,5
RS. Lubuk Basung Pasaman,07-09-2023,PRC,A,2
RS. Lubuk Basung Pasaman,15-08-2021,PRC,B,2
RS. M. Zein Painan,12-05-2021,PRC,B,1
RS. M. Zein Painan,26-05-2020,PRC,B,1
RS. M. Zein Painan,29-07-2021,PRC,AB,2
RS. M. Zein Painan,13-06-2020,PRC,O,4
RS. M. Zein Painan,06-04-2023,PRC,O,1
RS. M. Zein Painan,07-07-2021,PRC,O,3
RS. M. Zein Painan,04-10-2020,PRC,B,5
RS. M. Zein Painan,11-03-2022,PRC,O,1
RS. M. Zein Painan,29-04-2023,PRC,AB,2
RS. M. Zein Painan,21-05-2022,TC,O,6
RS. M. Zein Painan,26-04-2021,PRC,B,3
RS. M. Zein Painan,22-10-2022,PRC,O,3
RS. M. Zein Painan,14-08-2023,PRC,AB,4
RS. M. Zein Painan,10-05-2021,PRC,A,6
RS. M. Zein Painan,31-07-2020,PRC,A,4
RS. M. Zein Painan,27-04-2021,PRC,B,2
RS. M. Zein Painan,02-06-2022,PRC,A,1
RS. M. Zein Painan,16-08-2020,PRC,B,4
RS. M. Zein Painan,23-02-2023,PRP,AB,2
RS. M. Zein Painan,24-01-2022,PRC,B,2
RS. M. Zein Painan,06-03-2022,PRC,O,2
RS. M. Zein Painan,13-02-2022,PRC,O,1
RS. M. Zein Painan,17-06-2022,PRC,A,4
RS. M. Zein Painan,28-05-2022,PRC,AB,3
RS. M. Zein Painan,07-11-2020,PRC,O,4
RS. M. Zein Painan,08-07-2021,PRC,O,4
RS. M. Zein Painan,15-04-2022,PRC,O,4
RS. M. Zein Painan,30-03-2023,PRC,A,1
RS. M. Zein Painan,01-12-2022,PRC,O,2
RS. M. Zein Painan,16-01-2023,PRC,O,2
RS. M. Zein Painan,27-05-2020,PRC,A,4
RS. M. Zein Painan,27-07-2022,PRC,O,3
RS. M. Zein Painan,26-04-2023,PRC,B,4
RS. M. Zein Painan,15-09-2023,PRC,A,2
RS. M. Zein Painan,12-08-2023,PRC,O,3
RS. M. Zein Painan,10-10-2023,PRC,B,1
RS. M. Zein Painan,25-04-2021,PRC,B,2
RS. M. Zein Painan,08-05-2021,PRC,O,3
RS. M. Zein Painan,08-06-2023,PRC,A,1
RS. M. Zein Painan,23-05-2022,PRC,B,5
RS. M. Zein Painan,30-05-2023,PRC,B,4
RS. M. Zein Painan,23-11-2021,PRC,O,4
RS. M. Zein Painan,04-09-2021,PRC,A,2
RS. M. Zein Painan,02-05-2022,PRC,AB,2
RS. M. Zein Painan,06-02-2023,PRC,B,2
RS. M. Zein Painan,28-07-2022,PRC,O,1
RS. M. Zein Painan,19-08-2022,PRC,O,3
RS. M. Zein Painan,28-02-2023,PRC,B,2
RS. M. Zein Painan,11-09-2022,PRC,O,2
RS. M. Zein Painan,02-04-2021,PRC,A,2
RS. M. Zein Painan,29-04-2022,PRC,AB,3
RS. M. Zein Painan,17-02-2021,PRC,AB,2
RS. M. Zein Painan,04-05-2020,PRC,AB,2
RS. M. Zein Painan,14-05-2021,WB,O,1
RS. M. Zein Painan,03-05-2022,PRC,AB,2
RS. M. Zein Painan,06-03-2022,PRC,B,2
RS. M. Zein Painan,05-05-2022,PRC,AB,1
RS. M. Zein Painan,06-01-2021,PRC,B,4
RS. M. Zein Painan,10-09-2023,PRC,AB,1
RS. M. Zein Painan,24-04-2021,PRC,O,3
RS. M. Zein Painan,12-03-2022,PRC,O,5
RS. M. Zein Painan,23-09-2020,PRC,AB,2
RS. M. Zein Painan,24-01-2023,PRC,AB,2
RS. M. Zein Painan,12-05-2022,PRC,A,1
RS. M. Zein Painan,08-04-2022,PRC,A,2
RS. M. Zein Painan,24-05-2022,PRC,B,4
RS. M. Zein Painan,26-07-2022,PRC,B,3
RS. M. Zein Painan,31-12-2020,TC Aferesis,A,1
RS. M. Zein Painan,02-07-2021,PRC,B,3
RS. M. Zein Painan,03-02-2022,PRC,O,4
RS. M. Zein Painan,26-09-2023,PRC,O,2
RS. M. Zein Painan,06-04-2020,PRC,O,4
RS. M. Zein Painan,04-12-2020,PRC,O,3
RS. M. Zein Painan,20-11-2020,PRC,B,4
RS. M. Zein Painan,10-05-2022,PRC,A,4
RS. M. Zein Painan,10-03-2020,PRC,O,1
RS. M. Zein Painan,10-10-2023,PRC,B,3
RS. M. Zein Painan,21-08-2022,WB,O,2
RS. M. Zein Painan,06-08-2021,PRC,A,6
RS. M. Zein Painan,23-08-2022,TC,B,3
RS. M. Zein Painan,21-05-2022,PRC,O,4
RS. M. Zein Painan,10-05-2021,PRC,B,2
RS. M. Zein Painan,23-09-2020,PRC,A,4
RS. M. Zein Painan,21-08-2021,PRC,A,6
RS. M. Zein Painan,20-05-2020,PRC,O,2
RS. M. Zein Painan,22-04-2023,PRC,A,1
RS. M. Zein Painan,12-12-2020,PRC,AB,5
RS. M. Zein Painan,13-11-2020,PRC,B,2
RS. M. Zein Painan,26-11-2022,PRC,B,3
RS. M. Zein Painan,29-07-2021,PRC,AB,3
RS. M. Zein Painan,21-02-2021,PRC,O,4
RS. M. Zein Painan,05-05-2023,PRC,B,3
RS. M. Zein Painan,05-05-2022,PRC,B,4
RS. M. Zein Painan,17-08-2022,PRC,O,5
RS. M. Zein Painan,17-10-2020,PRC,O,4
RS. M. Zein Painan,14-02-2022,PRC,B,1
RS. M. Zein Painan,27-09-2023,PRC,AB,2
RS. M. Zein Painan,08-06-2022,PRC,AB,2
RS. M. Zein Painan,20-07-2021,PRC,A,4
RS. M. Zein Painan,12-08-2023,PRC,O,3
RS. M. Zein Painan,04-08-2021,PRC,B,3
RS. M. Zein Painan,26-06-2021,TC,O,10
RS. M. Zein Painan,06-10-2020,PRC,B,4
RS. M. Zein Painan,29-04-2022,PRC,O,4
RS. M. Zein Painan,22-02-2023,PRC,B,4
RS. M. Zein Painan,12-05-2021,PRC,B,2
RS. M. Zein Painan,24-03-2023,PRC,A,1
RS. M. Zein Painan,04-12-2022,PRC,O,2
RS. M. Zein Painan,27-07-2022,PRC,B,5
RS. M. Zein Painan,25-06-2022,PRC,AB,4
RS. M. Zein Painan,26-04-2023,PRC,O,2
RS. M. Zein Painan,01-11-2020,PRC,O,1
RS. M. Zein Painan,07-08-2020,PRC,O,3
RS. M. Zein Painan,02-01-2021,PRC,O,3
RS. M. Zein Painan,08-10-2022,TC,A,6
RS. M. Zein Painan,18-12-2020,PRC,O,2
RS. M. Zein Painan,27-12-2021,PRC,A,2
RS. M. Zein Painan,01-04-2022,PRC,AB,1
RS. M. Zein Painan,27-05-2022,PRC,AB,4
RS. M. Zein Painan,28-03-2023,PRC,A,1
RS. M. Zein Painan,04-11-2020,PRC,A,2
RS. M. Zein Painan,21-10-2020,PRC,A,2
RS. M. Zein Painan,02-04-2021,PRC,A,1
RS. M. Zein Painan,06-10-2020,PRC,AB,2
RS. M. Zein Painan,09-01-2021,PRC,O,3
RS. M. Zein Painan,09-10-2021,PRC,B,2
RS. M. Zein Painan,30-05-2023,PRC,AB,2
RS. M. Zein Painan,13-11-2020,PRC,B,2
RS. M. Zein Painan,07-04-2021,PRC,O,3
RS. M. Zein Painan,19-05-2021,PRC,AB,4
RS. M. Zein Painan,08-06-2022,PRC,AB,2
RS. M. Zein Painan,30-07-2022,PRC,B,3
RS. M. Zein Painan,03-10-2020,PRC,B,3
RS. M. Zein Painan,08-01-2021,PRC,B,2
RS. M. Zein Painan,03-02-2021,PRC,O,3
RS. M. Zein Painan,22-07-2021,PRC,A,2
RS. M. Zein Painan,27-04-2022,PRC,B,1
RS. M. Zein Painan,22-05-2022,PRC,AB,3
RS. M. Zein Painan,27-11-2020,PRC,AB,2
RS. M. Zein Painan,25-01-2023,PRC,AB,2
RS. M. Zein Painan,17-11-2022,PRC,B,2
RS. M. Zein Painan,13-10-2020,PRC,A,3
RS. M. Zein Painan,03-05-2022,WB,AB,2
RS. M. Zein Painan,30-11-2020,PRC,O,2
RS. M. Zein Painan,09-06-2021,PRC,O,3
RS. M. Zein Painan,29-03-2021,PRC,AB,1
RS. M. Zein Painan,24-02-2022,PRC,AB,2
RS. M. Zein Painan,06-11-2021,PRC,AB,2
RS. M. Zein Painan,11-04-2021,PRC,O,1
RS. M. Zein Painan,21-11-2020,PRC,B,2
RS. M. Zein Painan,01-06-2021,PRC,B,2
RS. M. Zein Painan,03-10-2022,PRC,O,5
RS. M. Zein Painan,18-05-2023,PRC,AB,2
RS. M. Zein Painan,21-02-2020,PRC,B,2
RS. M. Zein Painan,19-01-2020,PRC,B,1
RS. M. Zein Painan,07-08-2022,PRC,AB,3
RS. M. Zein Painan,02-10-2020,PRC,AB,3
RS. M. Zein Painan,06-05-2021,PRC,A,3
RS. M. Zein Painan,27-02-2022,PRC,AB,3
RS. M. Zein Painan,21-07-2021,PRC,A,2
RS. M. Zein Painan,11-01-2022,TC Aferesis,B,1
RS. M. Zein Painan,13-08-2020,PRC,B,4
RS. M. Zein Painan,11-05-2022,PRC,O,3
RS. M. Zein Painan,28-12-2020,PRC,B,2
RS. M. Zein Painan,05-10-2022,TC Aferesis,O,1
RS. M. Zein Painan,12-05-2021,PRC,A,2
RS. M. Zein Painan,13-11-2020,PRC,O,3
RS. M. Zein Painan,24-06-2022,PRC,B,2
RS. M. Zein Painan,14-01-2021,PRC,B,3
RS. M. Zein Painan,12-05-2023,PRC,O,3
RS. M. Zein Painan,01-11-2020,PRC,B,1
RS. M. Zein Painan,01-12-2020,PRC,B,2
RS. M. Zein Painan,27-04-2023,PRC,O,4
RS. M. Zein Painan,10-04-2021,PRC,AB,4
RS. M. Zein Painan,19-08-2022,PRC,O,5
RS. M. Zein Painan,03-08-2021,TC,O,5
RS. M. Zein Painan,14-04-2022,PRC,O,4
RS. M. Zein Painan,01-08-2022,PRC,O,3
RS. M. Zein Painan,07-08-2021,PRC,A,3
RS. M. Zein Painan,05-04-2022,WB,A,3
RS. M. Zein Painan,11-10-2023,PRC,B,1
RS. M. Zein Painan,29-04-2022,PRC,AB,1
RS. M. Zein Painan,07-10-2022,PRC,O,2
RS. M. Zein Painan,27-03-2023,PRC,A,3
RS. M. Zein Painan,01-04-2022,WB,AB,2
RS. M. Zein Painan,02-12-2020,PRC,B,1
RS. M. Zein Painan,18-06-2022,PRC,B,3
RS. M. Zein Painan,31-01-2021,PRC,A,1
RS. M. Zein Painan,08-03-2022,PRC,O,1
RS. M. Zein Painan,19-10-2020,PRC,B,4
RS. M. Zein Painan,15-05-2023,PRC,B,2
RS. M. Zein Painan,25-06-2021,PRC,B,4
RS. M. Zein Painan,27-04-2021,PRC,AB,1
RS. M. Zein Painan,09-08-2021,PRC,O,2
RS. M. Zein Painan,27-10-2020,PRC,A,3
RS. M. Zein Painan,29-04-2022,PRC,AB,2
RS. M. Zein Painan,11-08-2021,PRC,AB,3
RS. M. Zein Painan,27-03-2022,PRC,AB,2
RS. M. Zein Painan,02-04-2023,PRC,O,2
RS. M. Zein Painan,04-08-2020,PRC,A,2
RS. M. Zein Painan,06-12-2022,PRC,A,4
RS. M. Zein Painan,27-01-2021,PRC,A,3
RS. M. Zein Painan,27-07-2022,PRC,A,2
RS. M. Zein Painan,25-05-2022,PRC,B,3
RS. M. Zein Painan,04-11-2020,PRC,B,4
RS. M. Zein Painan,03-09-2020,PRC,A,3
RS. M. Zein Painan,06-05-2021,PRC,O,1
RS. M. Zein Painan,10-10-2023,PRC,B,1
RS. M. Zein Painan,17-05-2023,PRC,O,3
RS. M. Zein Painan,25-01-2020,PRC,A,4
RS. M. Zein Painan,02-05-2022,PRC,O,2
RS. M. Zein Painan,30-11-2020,PRC,O,3
RS. M. Zein Painan,16-06-2022,PRC,B,4
RS. M. Zein Painan,28-07-2022,PRC,O,3
RS. M. Zein Painan,27-05-2022,PRC,O,2
RS. M. Zein Painan,16-02-2023,PRC,B,1
RS. M. Zein Painan,05-01-2021,PRC,A,2
RS. M. Zein Painan,20-05-2022,PRC,B,4
RS. M. Zein Painan,13-03-2022,PRC,O,2
RS. M. Zein Painan,21-05-2022,PRC,B,4
RS. M. Zein Painan,11-05-2021,PRC,B,3
RS. M. Zein Painan,24-02-2023,PRC,AB,2
RS. M. Zein Painan,06-06-2022,PRC,AB,4
RS. M. Zein Painan,10-02-2021,PRC,B,2
RS. M. Zein Painan,16-05-2022,PRC,A,2
RS. M. Zein Painan,28-02-2022,PRC,AB,4
RS. M. Zein Painan,13-08-2020,TC,B,8
RS. M. Zein Painan,25-11-2020,PRC,A,4
RS. Prof. Dr. Muhammad Ali Hanafiah,20-01-2020,PRC,B,2
RS. Prof. Dr. Muhammad Ali Hanafiah,09-05-2023,PRC,O,1
RS. Prof. Dr. Muhammad Ali Hanafiah,13-10-2020,PRC,AB,6
RS. Prof. Dr. Muhammad Ali Hanafiah,24-11-2020,PRC,A,2
RS. Prof. Dr. Muhammad Ali Hanafiah,20-01-2020,FFP,B,2
RS. Prof.Dr.M.Ali Hanafiah SM. batu,23-01-2021,PRC,B,2
RS. Prof.Dr.M.Ali Hanafiah SM. batu,30-12-2020,PRC,A,3
RS. Prof.Dr.M.Ali Hanafiah SM. batu,26-08-2020,PRC,B,2
RS. Prof.Dr.M.Ali Hanafiah SM. batu,22-12-2021,PRC,A,5
RS. Prof.Dr.M.Ali Hanafiah SM. batu,29-11-2021,PRC,AB,2
RS. Prof.Dr.M.Ali Hanafiah SM. batu,01-06-2021,PRC,B,2
RS. Prof.Dr.M.Ali Hanafiah SM. batu,15-01-2021,PRC,A,3
RS. Prof.Dr.M.Ali Hanafiah SM. batu,21-07-2021,PRC,A,2
RS. Prof.Dr.M.Ali Hanafiah SM. batu,03-01-2020,TC,O,10
RS. Restu Ibu,26-03-2021,PRC,O,2
RS. Restu Ibu,14-10-2023,PRC,B,2
RS. Restu Ibu,06-04-2020,PRC,A,2
RS. Restu Ibu,09-12-2020,PRC,A,2
RS. Restu Ibu,10-11-2020,PRC,B,2
RS. Restu Ibu,18-10-2021,PRC,A,2
RS. Restu Ibu,26-01-2020,TC Aferesis,B,1
RS. Restu Ibu,14-09-2021,PRC,A,1
RS. Restu Ibu,02-12-2021,PRC,O,1
RS. Restu Ibu,15-03-2020,PRC,O,2
RS. Restu Ibu,28-10-2020,PRC,A,2
RS. Restu Ibu,03-06-2022,PRC,B,2
RS. Restu Ibu,24-08-2021,PRC,O,2
RS. Restu Ibu,16-09-2021,PRC,O,3
RS. Restu Ibu,27-05-2021,FFP,B,1
RS. Restu Ibu,04-12-2021,PRC,O,1
RS. Restu Ibu,28-05-2020,PRC,B,4
RS. Restu Ibu,30-06-2020,PRC,O,4
RS. Restu Ibu,03-09-2020,PRC,A,2
RS. Restu Ibu,24-06-2023,PRC,B,2
RS. Restu Ibu,17-02-2020,PRC,AB,2
RS. Restu Ibu,20-09-2023,PRC,B,1
RS. Restu Ibu,11-06-2022,PRC,O,2
RS. Restu Ibu,19-02-2020,WB,B,1
RS. Restu Ibu,18-10-2021,PRC,O,1
RS. Restu Ibu,12-03-2023,PRC,B,2
RS. Restu Ibu,09-07-2023,PRC,A,1
RS. Restu Ibu,15-03-2021,PRC,AB,1
RS. Restu Ibu,13-07-2021,PRC,A,1
RS. Restu Ibu,17-04-2020,PRC,A,2
RS. Restu Ibu,21-06-2021,PRC,O,2
RS. Restu Ibu,09-05-2020,TC,B,10
RS. Restu Ibu,25-11-2021,PRC,O,2
RS. Restu Ibu,18-03-2022,WB,B,2
RS. Restu Ibu,17-06-2020,PRC,O,2
RS. Restu Ibu,20-01-2023,TC,O,3
RS. Restu Ibu,02-11-2022,PRC,O,1
RS. Restu Ibu,03-01-2023,PRC,A,2
RS. Restu Ibu,09-02-2022,PRC,O,2
RS. Restu Ibu,24-07-2021,PRC,B,1
RS. Restu Ibu,11-05-2023,PRC,B,1
RS. Restu Ibu,26-03-2021,PRC,A,2
RS. Restu Ibu,05-01-2022,PRC,B,2
RS. Restu Ibu,14-07-2021,PRC,A,1
RS. Restu Ibu,04-03-2021,PRC,A,2
RS. Restu Ibu,05-03-2021,PRC,A,2
RS. Restu Ibu,25-01-2022,PRC,O,2
RS. Restu Ibu,10-02-2021,PRC,AB,2
RS. Restu Ibu,24-01-2020,PRC,B,2
RS. Restu Ibu,22-01-2021,PRC,A,2
RS. Restu Ibu,23-07-2021,PRC,A,2
RS. Restu Ibu,20-12-2021,PRC,A,2
RS. Restu Ibu,07-07-2023,PRC,AB,2
RS. Restu Ibu,13-01-2023,PRC,O,3
RS. Restu Ibu,12-01-2022,PRC,O,2
RS. Restu Ibu,15-01-2020,PRC,AB,2
RS. Restu Ibu,23-10-2022,PRC,B,2
RS. Restu Ibu,20-02-2022,WB,O,2
RS. Restu Ibu,06-09-2022,PRC,B,2
RS. Restu Ibu,14-07-2021,PRC,A,1
RS. Restu Ibu,04-12-2021,PRC,O,2
RS. Restu Ibu,18-11-2022,PRC,O,2
RS. Restu Ibu,19-08-2020,PRC,B,2
RS. Restu Ibu,16-09-2023,PRC,AB,3
RS. Restu Ibu,08-10-2023,PRC,B,2
RS. Restu Ibu,14-04-2022,PRC,B,2
RS. Restu Ibu,20-03-2023,PRC,B,2
RS. Restu Ibu,03-02-2021,PRC,A,2
RS. Restu Ibu,16-02-2021,PRC,B,2
RS. Restu Ibu,17-02-2022,PRC,AB,2
RS. Restu Ibu,16-02-2021,PRC,B,2
RS. Restu Ibu,11-10-2023,PRC,B,2
RS. Restu Ibu,13-05-2022,PRC,O,2
RS. Restu Ibu,19-08-2023,PRC,O,2
RS. Restu Ibu,02-11-2020,PRC,B,2
RS. Restu Ibu,14-06-2023,PRC,B,3
RS. Restu Ibu,18-05-2023,PRC,AB,2
RS. Restu Ibu,16-09-2021,PRC,O,2
RS. Restu Ibu,17-07-2022,PRC,A,2
RS. Restu Ibu,28-03-2023,PRC,O,2
RS. Restu Ibu,08-08-2020,PRC,A,2
RS. Restu Ibu,04-10-2021,PRC,B,1
RS. Restu Ibu,13-10-2022,PRC,A,1
RS. Restu Ibu,12-03-2023,PRC,B,2
RS. Restu Ibu,24-08-2022,PRC,A,2
RS. Restu Ibu,01-08-2020,PRC,O,2
RS. Restu Ibu,25-08-2022,PRC,B,1
RS. Restu Ibu,15-03-2022,PRC,O,2
RS. Restu Ibu,27-05-2021,PRC,B,2
RS. Restu Ibu,29-11-2020,PRC,A,2
RS. Restu Ibu,30-11-2020,PRC,A,2
RS. Restu Ibu,08-05-2020,PRC,B,2
RS. Restu Ibu,05-03-2020,PRC,O,2
RS. Restu Ibu,18-10-2020,PRC,O,3
RS. Restu Ibu,21-09-2022,PRC,A,2
RS. Restu Ibu,13-11-2022,PRC,O,1
RS. Restu Ibu,23-01-2021,PRC,B,2
RS. Restu Ibu,08-08-2021,PRC,O,1
RS. Restu Ibu,16-06-2021,PRC,O,2
RS. Restu Ibu,21-01-2022,PRC,O,2
RS. Restu Ibu,24-07-2021,PRC,B,1
RS. Restu Ibu,10-02-2022,PRC,O,2
RS. Restu Ibu,20-10-2021,PRC,A,1
RS. Restu Ibu,27-01-2021,PRC,B,2
RS. Restu Ibu,05-01-2022,PRC,B,2
RS. Restu Ibu,17-05-2021,PRC,A,2
RS. Restu Ibu,12-07-2023,PRC,O,1
RS. Restu Ibu,15-06-2020,PRC,A,2
RS. Restu Ibu,10-02-2021,PRC,AB,2
RS. Restu Ibu,14-04-2023,PRC,O,2
RS. Restu Ibu,27-02-2023,PRC,B,2
RS. Restu Ibu,18-10-2020,PRC,O,3
RS. Restu Ibu,02-07-2020,PRC,O,2
RS. Restu Ibu,07-02-2020,PRC,B,2
RS. Restu Ibu,10-12-2021,PRC,A,2
RS. Restu Ibu,01-11-2021,WB,O,1
RS. Restu Ibu,11-10-2020,PRC,O,2
RS. Restu Ibu,06-10-2022,TC,O,5
RS. Restu Ibu,18-08-2023,PRC,O,2
RS. Restu Ibu,24-02-2023,PRC,A,1
RS. Restu Ibu,26-04-2023,PRC,O,2
RS. Restu Ibu,02-07-2020,PRC,O,2
RS. Restu Ibu,20-11-2022,PRC,B,3
RS. Restu Ibu,29-09-2023,PRC,O,1
RS. Restu Ibu,01-11-2022,PRC,B,2
RS. Restu Ibu,01-09-2023,PRC,B,1
RS. Restu Ibu,20-11-2021,WB,O,1
RS. Restu Ibu,02-03-2021,PRC,B,2
RS. Restu Ibu,20-10-2021,PRC,A,1
RS. Restu Ibu,13-10-2020,PRC,O,3
RS. Restu Ibu,17-07-2022,PRC,A,2
RS. Restu Ibu,14-09-2020,PRC,O,2
RS. Restu Ibu,15-01-2022,PRC,O,2
RS. Restu Ibu,07-05-2022,PRC,B,2
RS. Restu Ibu,24-07-2023,PRC,B,1
RS. Restu Ibu,14-02-2022,PRC,A,1
RS. Restu Ibu,19-10-2022,PRC,AB,2
RS. Restu Ibu,29-09-2023,PRC,B,1
RS. Restu Ibu,22-09-2022,PRC,A,2
RS. Restu Ibu,05-08-2021,PRC,B,1
RS. Restu Ibu,16-06-2023,PRC,B,2
RS. Restu Ibu,23-10-2022,PRC,B,2
RS. Restu Ibu,26-10-2022,PRC,AB,2
RS. Restu Ibu,02-04-2020,PRC,O,5
RS. Restu Ibu,15-02-2023,PRC,A,2
RS. Restu Ibu,12-04-2022,PRC,AB,1
RS. Restu Ibu,30-12-2022,PRC,A,2
RS. Restu Ibu,05-12-2020,PRC,A,2
RS. Restu Ibu,23-01-2020,PRC,B,2
RS. Restu Ibu,03-11-2022,PRC,O,2
RS. Restu Ibu,04-02-2021,PRC,AB,4
RS. Restu Ibu,31-07-2020,PRC,A,2
RS. Restu Ibu,06-10-2021,PRC,B,2
RS. Restu Ibu,23-02-2023,PRC,AB,2
RS. Restu Ibu,27-05-2021,PRC,B,3
RS. Restu Ibu,18-01-2020,PRC,A,2
RS. Restu Ibu,27-05-2020,PRC,B,4
RS. Restu Ibu,04-12-2021,PRC,O,1
RS. Restu Ibu,24-11-2021,PRC,B,1
RS. Restu Ibu,28-09-2022,PRC,O,2
RS. Restu Ibu,09-01-2023,WB,A,1
RS. Restu Ibu,09-03-2023,PRC,B,3
RS. Restu Ibu,22-09-2021,PRC,B,1
RS. Restu Ibu,12-03-2023,PRC,B,2
RS. Restu Ibu,23-10-2022,PRC,B,2
RS. Restu Ibu,24-11-2022,PRC,A,2
RS. Restu Ibu,04-01-2023,PRC,A,1
RS. Restu Ibu,20-07-2023,PRC,B,2
RS. Restu Ibu,10-08-2021,PRC,A,2
RS. Restu Ibu,14-06-2022,PRC,A,2
RS. Restu Ibu,09-10-2021,PRC,B,1
RS. Restu Ibu,15-01-2021,PRC,B,2
RS. Restu Ibu,28-05-2021,PRC,A,2
RS. Restu Ibu,05-12-2021,PRC,O,2
RS. Restu Ibu,30-09-2021,PRC,B,2
RS. Restu Ibu,28-05-2021,PRC,A,2
RS. Restu Ibu,14-04-2023,TC,O,10
RS. Restu Ibu,04-07-2021,PRC,O,2
RS. Restu Ibu,18-10-2023,PRC,AB,2
RS. Restu Ibu,19-05-2022,WB,B,1
RS. Restu Ibu,11-01-2022,PRC,O,2
RS. Restu Ibu,09-05-2021,PRC,O,2
RS. Restu Ibu,16-11-2022,PRC,A,2
RS. Restu Ibu,05-01-2023,PRC,A,2
RS. Restu Ibu,13-07-2021,PRC,A,3
RS. Restu Ibu,05-01-2022,PRC,B,2
RS. Restu Ibu,08-08-2020,PRC,A,3
RS. Restu Ibu,10-02-2021,FFP,AB,2
RS. Restu Ibu,16-05-2020,PRC,A,2
RS. Restu Ibu,09-07-2021,PRC,B,2
RS. Restu Ibu,25-01-2020,PRC,B,4
RS. Restu Ibu,18-07-2023,WB,B,3
RS. Restu Ibu,28-12-2020,PRC,A,2
RS. Restu Ibu,02-09-2021,PRC,B,2
RS. Restu Ibu,12-10-2023,PRC,O,2
RS. Restu Ibu,15-09-2022,PRC,AB,3
RS. Restu Ibu,16-09-2023,PRC,AB,3
RS. Restu Ibu,07-03-2021,PRC,B,2
RS. Restu Ibu,16-02-2023,PRC,A,2
RS. Restu Ibu,08-09-2023,PRC,B,2
RS. Restu Ibu,05-05-2021,PRC,O,2
RS. Restu Ibu,30-08-2023,PRC,B,2
RS. Restu Ibu,02-04-2022,PRC,O,4
RS. Restu Ibu,11-09-2022,PRC,AB,2
RS. Restu Ibu,11-09-2021,PRC,AB,2
RS. Restu Ibu,14-06-2023,PRC,B,3
RS. Restu Ibu,25-06-2023,PRC,A,2
RS. Restu Ibu,26-01-2020,FFP,B,4
RS. Restu Ibu,16-02-2021,FFP,B,3
RS. Restu Ibu,24-03-2022,PRC,A,2
RS. Restu Ibu,24-07-2021,PRC,B,2
RS. Restu Ibu,24-09-2020,PRC,AB,1
RS. Ropana Suri,02-12-2021,PRC,A,1
RS. Ropana Suri,14-10-2022,PRC,A,1
RS. Ropana Suri,03-09-2021,PRC,O,1
RS. Ropana Suri,01-11-2021,PRC,A,2
RS. Ropana Suri,26-05-2021,PRC,O,1
RS. Ropana Suri,21-02-2020,PRC,A,1
RS. Ropana Suri,05-05-2020,PRC,B,2
RS. Ropana Suri,13-12-2021,PRC,O,1
RS. Ropana Suri,12-11-2021,PRC,B,1
RS. Ropana Suri,04-08-2020,PRC,O,1
RS. Ropana Suri,04-09-2021,PRC,B,1
RS. Ropana Suri,13-11-2021,PRC,B,2
RS. Ropana Suri,28-06-2020,PRC,O,2
RS. Ropana Suri,24-08-2021,PRC,B,1
RS. Ropana Suri,03-03-2021,FFP,O,2
RS. Ropana Suri,01-07-2023,PRC,A,1
RS. Ropana Suri,02-02-2022,PRC,B,2
RS. Ropana Suri,12-09-2020,PRC,O,4
RS. Ropana Suri,15-11-2020,PRC,A,2
RS. Ropana Suri,04-03-2021,PRC,O,1
RS. Ropana Suri,05-10-2023,PRC,A,1
RS. Ropana Suri,04-05-2023,PRC,B,2
RS. Ropana Suri,06-08-2020,PRC,O,1
RS. Ropana Suri,28-08-2023,PRC,O,1
RS. Ropana Suri,15-12-2021,PRC,O,1
